Module Name /IEEE802154INET-Standalone/simulations/results/MAC-standard-0.sca_MAC-standard-0-20170723-04:12:25-6752 /IEEE802154INET-Standalone/simulations/results/MAC-standard-1.sca_MAC-standard-1-20170723-04:12:25-6755 /IEEE802154INET-Standalone/simulations/results/MAC-standard-2.sca_MAC-standard-2-20170723-04:12:25-6754 /IEEE802154INET-Standalone/simulations/results/MAC-standard-3.sca_MAC-standard-3-20170723-04:12:25-6753 /IEEE802154INET-Standalone/simulations/results/MAC-standard-4.sca_MAC-standard-4-20170723-04:12:29-6782 /IEEE802154INET-Standalone/simulations/results/MAC-standard-5.sca_MAC-standard-5-20170723-04:12:33-6787 /IEEE802154INET-Standalone/simulations/results/MAC-standard-6.sca_MAC-standard-6-20170723-04:12:40-6792 /IEEE802154INET-Standalone/simulations/results/MAC-standard-7.sca_MAC-standard-7-20170723-04:12:46-6798 /IEEE802154INET-Standalone/simulations/results/MAC-standard-8.sca_MAC-standard-8-20170723-04:13:00-6803 /IEEE802154INET-Standalone/simulations/results/MAC-standard-9.sca_MAC-standard-9-20170723-04:13:14-6809 /IEEE802154INET-Standalone/simulations/results/MAC-standard-10.sca_MAC-standard-10-20170723-04:13:31-6814 /IEEE802154INET-Standalone/simulations/results/MAC-standard-11.sca_MAC-standard-11-20170723-04:13:48-6819 /IEEE802154INET-Standalone/simulations/results/MAC-standard-12.sca_MAC-standard-12-20170723-04:14:14-6824 /IEEE802154INET-Standalone/simulations/results/MAC-standard-13.sca_MAC-standard-13-20170723-04:14:41-6829 /IEEE802154INET-Standalone/simulations/results/MAC-standard-14.sca_MAC-standard-14-20170723-04:15:12-6835 /IEEE802154INET-Standalone/simulations/results/MAC-standard-15.sca_MAC-standard-15-20170723-04:15:43-6841 /IEEE802154INET-Standalone/simulations/results/MAC-standard-16.sca_MAC-standard-16-20170723-04:16:24-6847 /IEEE802154INET-Standalone/simulations/results/MAC-standard-17.sca_MAC-standard-17-20170723-04:17:03-6855 /IEEE802154INET-Standalone/simulations/results/MAC-standard-18.sca_MAC-standard-18-20170723-04:17:52-6860 /IEEE802154INET-Standalone/simulations/results/MAC-standard-19.sca_MAC-standard-19-20170723-04:18:38-6865 /IEEE802154INET-Standalone/simulations/results/MAC-standard-20.sca_MAC-standard-20-20170723-04:19:38-6870 /IEEE802154INET-Standalone/simulations/results/MAC-standard-21.sca_MAC-standard-21-20170723-04:20:35-6877 /IEEE802154INET-Standalone/simulations/results/MAC-standard-22.sca_MAC-standard-22-20170723-04:21:43-6883 /IEEE802154INET-Standalone/simulations/results/MAC-standard-23.sca_MAC-standard-23-20170723-04:22:48-6897 /IEEE802154INET-Standalone/simulations/results/MAC-standard-24.sca_MAC-standard-24-20170723-04:24:07-6904 /IEEE802154INET-Standalone/simulations/results/MAC-standard-25.sca_MAC-standard-25-20170723-04:25:24-6909 /IEEE802154INET-Standalone/simulations/results/MAC-standard-26.sca_MAC-standard-26-20170723-04:26:52-6915 /IEEE802154INET-Standalone/simulations/results/MAC-standard-27.sca_MAC-standard-27-20170723-04:28:21-6923 /IEEE802154INET-Standalone/simulations/results/MAC-standard-28.sca_MAC-standard-28-20170723-04:30:04-6928 /IEEE802154INET-Standalone/simulations/results/MAC-standard-29.sca_MAC-standard-29-20170723-04:31:42-6933 /IEEE802154INET-Standalone/simulations/results/MAC-standard-30.sca_MAC-standard-30-20170723-04:33:35-6939 /IEEE802154INET-Standalone/simulations/results/MAC-standard-31.sca_MAC-standard-31-20170723-04:35:30-6946 /IEEE802154INET-Standalone/simulations/results/MAC-standard-32.sca_MAC-standard-32-20170723-04:37:35-6960 /IEEE802154INET-Standalone/simulations/results/MAC-standard-33.sca_MAC-standard-33-20170723-04:39:44-6965 /IEEE802154INET-Standalone/simulations/results/MAC-standard-34.sca_MAC-standard-34-20170723-04:41:58-6973 /IEEE802154INET-Standalone/simulations/results/MAC-standard-35.sca_MAC-standard-35-20170723-04:44:26-6978 /IEEE802154INET-Standalone/simulations/results/MAC-standard-36.sca_MAC-standard-36-20170723-04:46:57-6985 /IEEE802154INET-Standalone/simulations/results/MAC-standard-37.sca_MAC-standard-37-20170723-04:49:43-6991 /IEEE802154INET-Standalone/simulations/results/MAC-standard-38.sca_MAC-standard-38-20170723-04:52:24-7005 /IEEE802154INET-Standalone/simulations/results/MAC-standard-39.sca_MAC-standard-39-20170723-04:55:25-7016
net.Box[162].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.42811 7.46742 7.53626 7.53239 7.57497 7.66839 7.73258 7.70328 7.79065 7.7736 7.83944 7.87173 7.88192 7.9638 7.9529 7.96148 8.00165 8.06218 8.10998 8.09913 8.12015 8.17794 8.16262 8.21382
net.Box[163].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.42814 7.46756 7.53625 7.53231 7.5749 7.66849 7.73263 7.70325 7.79054 7.77361 7.83947 7.87183 7.8819 7.96382 7.9529 7.96148 8.00172 8.06221 8.10987 8.09907 8.12035 8.17805 8.16264 8.21385
net.Box[164].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.42825 7.46744 7.53634 7.5324 7.57495 7.66841 7.7326 7.70313 7.79054 7.77358 7.83956 7.87182 7.8818 7.96373 7.95297 7.96155 8.00175 8.06212 8.10995 8.09911 8.12031 8.17805 8.16255 8.21386
net.Box[165].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.42817 7.46752 7.53631 7.53231 7.57483 7.66844 7.73266 7.7032 7.79058 7.77356 7.8395 7.87176 7.88193 7.96385 7.95293 7.9615 8.00174 8.06221 8.10998 8.09908 8.12029 8.17802 8.16264 8.21388
net.Box[166].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.42806 7.46746 7.53615 7.53244 7.57503 7.66843 7.73261 7.70332 7.79064 7.77356 7.83966 7.87171 7.88182 7.96376 7.95293 7.96156 8.00171 8.06211 8.10991 8.09923 8.12034 8.17802 8.16259 8.21379
net.Box[167].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.42813 7.46745 7.53633 7.53242 7.57501 7.66848 7.73266 7.70329 7.79058 7.77361 7.83943 7.87185 7.88181 7.96373 7.95297 7.96145 8.00176 8.06214 8.10995 8.09901 8.12033 8.17785 8.16262 8.21389
net.Box[168].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.42822 7.46756 7.53621 7.53246 7.575 7.66847 7.73261 7.70326 7.79061 7.77365 7.83959 7.87181 7.88181 7.96371 7.95299 7.96146 8.00174 8.06223 8.10995 8.09914 8.12032 8.17803 8.16248 8.21384
net.Box[169].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.42809 7.46754 7.53627 7.53246 7.57485 7.66846 7.73263 7.70323 7.79059 7.77358 7.83946 7.87172 7.88184 7.96378 7.95294 7.96137 8.00173 8.06216 8.10994 8.09901 8.12032 8.17809 8.16268 8.21376
net.Box[170].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46748 7.53624 7.53244 7.57496 7.66834 7.73266 7.70326 7.79059 7.77355 7.83953 7.87176 7.88181 7.96384 7.95309 7.96155 8.00173 8.06222 8.10986 8.09918 8.12014 8.17797 8.16256 8.21389
net.Box[171].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46758 7.53628 7.53238 7.57498 7.66838 7.73254 7.70322 7.79052 7.77354 7.8396 7.87183 7.8818 7.96384 7.95299 7.96151 8.0016 8.06218 8.1099 8.09914 8.12029 8.17795 8.16265 8.21387
net.Box[172].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46705 7.53627 7.53244 7.57503 7.66839 7.73265 7.70316 7.79062 7.77364 7.83949 7.87173 7.88189 7.96386 7.95307 7.96151 8.00177 8.06215 8.10998 8.0991 8.12022 8.17793 8.16262 8.21379
net.Box[173].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46745 7.53618 7.53246 7.57499 7.66844 7.73252 7.70317 7.79065 7.77368 7.83944 7.8717 7.88181 7.9639 7.95299 7.96148 8.0018 8.06214 8.10995 8.09912 8.12016 8.17796 8.1626 8.21387
net.Box[174].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46748 7.53633 7.53239 7.57495 7.66841 7.73256 7.70331 7.79065 7.77373 7.83956 7.87183 7.88192 7.96385 7.953 7.96154 8.00173 8.06218 8.10986 8.09905 8.12026 8.17808 8.16261 8.21389
net.Box[175].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46756 7.5362 7.53236 7.5749 7.66839 7.7325 7.70325 7.79062 7.77366 7.83964 7.87174 7.88181 7.96386 7.95301 7.96146 8.00176 8.06221 8.10999 8.09908 8.12026 8.17803 8.16246 8.21384
net.Box[176].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46754 7.53619 7.53247 7.57488 7.66843 7.73265 7.70316 7.79066 7.77367 7.83955 7.87171 7.88186 7.96372 7.95291 7.96142 8.00173 8.06217 8.10999 8.09902 8.12025 8.17805 8.16268 8.21377
net.Box[177].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46745 7.53618 7.53239 7.57503 7.66841 7.73255 7.70318 7.79062 7.77364 7.8396 7.87175 7.88192 7.96383 7.95293 7.96145 8.0018 8.06211 8.10994 8.09905 8.12025 8.17798 8.16254 8.21383
net.Box[178].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46752 7.53616 7.53233 7.57486 7.66837 7.73258 7.70322 7.79053 7.77364 7.83957 7.87172 7.88182 7.96381 7.953 7.96158 8.00163 8.06215 8.10986 8.09915 8.1202 8.17798 8.16262 8.21387
net.Box[179].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.46746 7.53629 7.53237 7.57505 7.66845 7.73259 7.70334 7.79053 7.77365 7.83967 7.87175 7.88182 7.96384 7.95298 7.96149 8.00164 8.06216 8.10993 8.09924 8.12019 8.17799 8.16251 8.21397
net.Box[180].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53626 7.53243 7.575 7.66841 7.73255 7.70318 7.79065 7.77359 7.83956 7.87177 7.88186 7.96375 7.95298 7.96146 8.00173 8.06215 8.10991 8.09906 8.12032 8.17799 8.16254 8.21381
net.Box[181].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53617 7.53239 7.57503 7.66843 7.73261 7.70318 7.79063 7.77364 7.83947 7.8718 7.88191 7.96381 7.95301 7.96146 8.00173 8.06203 8.10984 8.09907 8.1202 8.17789 8.16251 8.21386
net.Box[182].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53632 7.53234 7.57492 7.66839 7.73264 7.70322 7.79052 7.77362 7.83958 7.87177 7.88192 7.96376 7.95294 7.96149 8.00183 8.06218 8.10995 8.099 8.12027 8.17793 8.16255 8.21394
net.Box[183].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53625 7.53237 7.57503 7.66834 7.7326 7.7033 7.79062 7.77364 7.83949 7.87178 7.88183 7.9638 7.95297 7.96144 8.00171 8.06209 8.1099 8.09914 8.12025 8.17795 8.16254 8.21388
net.Box[184].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53616 7.53242 7.57502 7.6684 7.73264 7.70332 7.79064 7.77362 7.8395 7.87171 7.88181 7.96386 7.95298 7.96154 8.00164 8.06217 8.10983 8.09897 8.12031 8.17804 8.16263 8.21396
net.Box[185].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.5362 7.53244 7.57484 7.66838 7.73263 7.70317 7.79068 7.77354 7.83956 7.87185 7.88182 7.96385 7.95295 7.96161 8.00182 8.06219 8.10982 8.0992 8.12014 8.17793 8.16242 8.21391
net.Box[186].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53622 7.53247 7.57496 7.66841 7.73255 7.70324 7.79062 7.77365 7.83956 7.87174 7.88191 7.96392 7.95292 7.96148 8.00165 8.06217 8.10997 8.09909 8.12023 8.17805 8.16262 8.21376
net.Box[187].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53625 7.53238 7.57489 7.66849 7.73251 7.70316 7.79065 7.77361 7.83943 7.87179 7.88183 7.96386 7.95296 7.96148 8.00174 8.06206 8.10988 8.09897 8.12015 8.17801 8.16246 8.21389
net.Box[188].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53636 7.53233 7.57484 7.66843 7.73258 7.70322 7.7905 7.77366 7.83946 7.87185 7.88178 7.96379 7.95301 7.96139 8.00172 8.06222 8.11001 8.09918 8.12035 8.17801 8.16262 8.21382
net.Box[189].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.5362 7.53239 7.57493 7.66843 7.73265 7.70322 7.79064 7.77358 7.83947 7.87178 7.88181 7.96379 7.95298 7.96149 8.00177 8.0622 8.1099 8.0992 8.12024 8.17794 8.16251 8.2139
net.Box[190].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53236 7.57491 7.66848 7.73255 7.70327 7.79063 7.7736 7.83955 7.87178 7.8818 7.9639 7.95296 7.96157 8.00182 8.06212 8.10987 8.09904 8.12027 8.17793 8.16261 8.21393
net.Box[191].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53233 7.57501 7.66834 7.73249 7.70316 7.79063 7.77363 7.83952 7.87176 7.88187 7.96382 7.95302 7.96149 8.00174 8.06209 8.10981 8.09914 8.12019 8.17803 8.16251 8.21388
net.Box[192].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53243 7.57499 7.66851 7.73267 7.70324 7.7906 7.77357 7.83957 7.87179 7.88184 7.96372 7.95305 7.96147 8.00171 8.06207 8.10998 8.09906 8.12031 8.17808 8.16264 8.21393
net.Box[193].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53243 7.57497 7.66843 7.73261 7.70318 7.79065 7.77355 7.83955 7.87171 7.88183 7.9638 7.95303 7.9614 8.00166 8.06212 8.10996 8.09909 8.12024 8.17807 8.16255 8.2139
net.Box[194].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53231 7.57489 7.66844 7.7326 7.70322 7.79066 7.77367 7.83958 7.87177 7.88184 7.96373 7.95297 7.96142 8.00164 8.06213 8.10996 8.09902 8.12026 8.17787 8.16269 8.21379
net.Box[195].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53234 7.57501 7.66837 7.73261 7.70317 7.79058 7.77355 7.83957 7.87169 7.88182 7.96385 7.95291 7.96143 8.00179 8.06217 8.10994 8.099 8.1203 8.17794 8.16246 8.21396
net.Box[196].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53245 7.57494 7.66844 7.73264 7.70316 7.79064 7.77363 7.83955 7.87186 7.8819 7.96381 7.95304 7.96154 8.0016 8.06218 8.10988 8.0991 8.12019 8.17799 8.16265 8.21387
net.Box[197].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53245 7.57491 7.66844 7.73261 7.70329 7.79065 7.77353 7.83947 7.87177 7.88178 7.96377 7.95297 7.96141 8.00176 8.06204 8.10995 8.09925 8.12026 8.17799 8.16247 8.21387
net.Box[198].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53244 7.57507 7.66843 7.73255 7.70317 7.79062 7.77355 7.83958 7.87183 7.88183 7.96387 7.95304 7.96151 8.00177 8.06207 8.10984 8.09902 8.12027 8.17791 8.16266 8.2139
net.Box[199].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.53239 7.57485 7.66839 7.73263 7.70328 7.79058 7.77366 7.83956 7.87184 7.88193 7.96381 7.95299 7.9615 8.00168 8.06205 8.10983 8.09911 8.12015 8.17803 8.16246 8.21399
net.Box[200].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.575 7.66846 7.73252 7.70329 7.79055 7.77365 7.83944 7.87173 7.88182 7.96386 7.95301 7.96143 8.00167 8.06211 8.10988 8.099 8.12032 8.17794 8.16263 8.21382
net.Box[201].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.57485 7.66845 7.7326 7.70325 7.79066 7.77354 7.8395 7.8718 7.88178 7.96385 7.95296 7.96152 8.00168 8.06213 8.10998 8.09915 8.12023 8.17804 8.1626 8.21378
net.Box[202].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.57497 7.66844 7.73255 7.70322 7.79064 7.77354 7.83959 7.87188 7.88188 7.96385 7.95292 7.96145 8.00176 8.0622 8.10996 8.09918 8.12035 8.17798 8.16245 8.21395
net.Box[203].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.57491 7.66834 7.7326 7.70328 7.7907 7.77363 7.83954 7.87174 7.8819 7.96378 7.95299 7.96143 8.00171 8.06208 8.10988 8.09918 8.12021 8.17793 8.16268 8.21383
net.Box[204].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.57497 7.66841 7.73262 7.70317 7.7905 7.77358 7.83958 7.87182 7.88184 7.96379 7.95309 7.96147 8.00167 8.06207 8.10985 8.09913 8.12019 8.17804 8.16255 8.21389
net.Box[205].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.575 7.66837 7.73263 7.70322 7.79052 7.77372 7.83949 7.87178 7.88187 7.96382 7.95294 7.96138 8.00179 8.06216 8.10983 8.09898 8.11827 8.17801 8.16254 8.21396
net.Box[206].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.57499 7.66842 7.73259 7.70329 7.79059 7.77357 7.83955 7.87181 7.88181 7.96387 7.95295 7.9615 8.00174 8.06214 8.10995 8.09915 8.1203 8.17793 8.1626 8.21389
net.Box[207].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.5749 7.66835 7.73253 7.70327 7.79068 7.77367 7.83968 7.87181 7.88187 7.96386 7.95299 7.96145 8.00176 8.06204 8.10994 8.09909 8.12034 8.17799 8.16248 8.21398
net.Box[208].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.57501 7.66838 7.73261 7.7032 7.79063 7.77363 7.83948 7.87179 7.88183 7.96375 7.95285 7.9614 8.00177 8.06216 8.1098 8.09918 8.12022 8.17788 8.16246 8.21382
net.Box[209].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.57493 7.66846 7.73263 7.70315 7.79052 7.7736 7.83955 7.87182 7.88183 7.96373 7.95297 7.9615 8.00174 8.06212 8.10998 8.09903 8.12028 8.17799 8.16256 8.21378
net.Box[210].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.66841 7.73267 7.7032 7.79061 7.77367 7.83962 7.87169 7.88186 7.96388 7.95299 7.96145 8.00177 8.06206 8.10997 8.09908 8.12033 8.17789 8.16259 8.2138
net.Box[211].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.66846 7.73259 7.70318 7.79064 7.77357 7.83969 7.87178 7.88188 7.96386 7.95289 7.96146 8.00179 8.06213 8.10993 8.09902 8.12029 8.17801 8.16258 8.2139
net.Box[212].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.66846 7.7326 7.70323 7.7905 7.77369 7.83948 7.87183 7.8819 7.96382 7.95293 7.96148 8.00166 8.06213 8.10991 8.09922 8.12029 8.17803 8.16255 8.21382
net.Box[213].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.66844 7.7326 7.7032 7.79055 7.77356 7.83953 7.87181 7.88185 7.9637 7.95297 7.96152 8.00172 8.0621 8.10981 8.09902 8.12019 8.17801 8.16262 8.21394
net.Box[214].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.66844 7.73258 7.70317 7.79052 7.77369 7.83956 7.87168 7.88179 7.9639 7.95292 7.96143 8.00169 8.0622 8.1099 8.09909 8.12025 8.17791 8.16247 8.21382
net.Box[215].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.66846 7.73255 7.7032 7.79068 7.77365 7.83955 7.8718 7.88193 7.96392 7.95302 7.96146 8.00164 8.06207 8.10983 8.09901 8.12027 8.17795 8.16261 8.21392
net.Box[216].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.6684 7.73256 7.70314 7.7906 7.77368 7.83967 7.87179 7.88185 7.96372 7.95305 7.9615 8.00175 8.06214 8.10999 8.09908 8.12032 8.17799 8.16262 8.21375
net.Box[217].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.66832 7.73258 7.70313 7.7906 7.77362 7.8396 7.8718 7.8819 7.9639 7.9529 7.96157 8.00176 8.06221 8.10996 8.09903 8.12033 8.17801 8.16258 8.21388
net.Box[218].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.66842 7.73251 7.70321 7.79052 7.77364 7.83961 7.87173 7.8819 7.96373 7.953 7.96154 8.00175 8.06215 8.10982 8.09902 8.12029 8.17805 8.16246 8.21377
net.Box[219].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.66846 7.73263 7.70325 7.79058 7.77358 7.83954 7.87186 7.88188 7.96372 7.95297 7.96146 8.0016 8.06212 8.10999 8.09922 8.12021 8.178 8.16251 8.20849
net.Box[220].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.73264 7.70324 7.79066 7.77362 7.83957 7.87182 7.88189 7.96382 7.95286 7.96151 8.0017 8.06206 8.10996 8.09896 8.12023 8.17791 8.16248 8.21389
net.Box[221].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.73251 7.70327 7.79066 7.77359 7.83944 7.87172 7.88189 7.96385 7.95298 7.96138 8.00171 8.06221 8.10986 8.09903 8.12025 8.17795 8.16264 8.21386
net.Box[222].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.73251 7.70329 7.79069 7.77353 7.83949 7.8718 7.8818 7.96373 7.95288 7.96153 8.00166 8.06211 8.10987 8.09925 8.12017 8.17788 8.16268 8.21384
net.Box[223].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.73258 7.70328 7.79054 7.77366 7.83954 7.87176 7.88183 7.96387 7.95295 7.96145 8.00158 8.06212 8.10984 8.09922 8.12015 8.17794 8.16256 8.21384
net.Box[224].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.73263 7.70327 7.79051 7.77362 7.83947 7.87173 7.88189 7.9638 7.95286 7.9615 8.00177 8.06214 8.1098 8.09909 8.12015 8.17785 8.16262 8.21379
net.Box[225].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.73265 7.7033 7.79062 7.77367 7.83959 7.87173 7.88191 7.96379 7.95299 7.96145 8.00181 8.06205 8.1099 8.099 8.12019 8.17796 8.1625 8.21392
net.Box[226].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.73251 7.70316 7.7906 7.77366 7.83967 7.87182 7.88195 7.9638 7.95296 7.96151 8.00173 8.06207 8.10988 8.09906 8.12032 8.17792 8.16269 8.21382
